study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_strategy	fastq_md5	fastq_ftp	submitted_ftp	sra_ftp
PRJNA588313	SAMN13241759	SRX7120027	SRR10423902	408170	human gut metagenome	Res2_DNA_J2	WGS	b47554088e3078e0e5a4b250f725f489;3688361859f4a1170086f44212278690	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/002/SRR10423902/SRR10423902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/002/SRR10423902/SRR10423902_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120026	SRR10423903	408170	human gut metagenome	Res2_DNA_J1	WGS	28a795362f6aad2d1f04fc61ca500963;e6cf6e001401526605ebab8cd13310fd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/003/SRR10423903/SRR10423903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/003/SRR10423903/SRR10423903_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120025	SRR10423904	408170	human gut metagenome	Res2_DNA_I6	WGS	9f2f8bd6f72986e59e77c2d4d063c002;daf9e7eb66e3adbafee2fae2bc3ec7ec	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR10423904/SRR10423904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR10423904/SRR10423904_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120024	SRR10423905	408170	human gut metagenome	Res2_DNA_I5	WGS	583375c722b57cd09369a7a394235f48;50e076de9d58b7749f6f7248cc133ba0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/005/SRR10423905/SRR10423905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/005/SRR10423905/SRR10423905_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120023	SRR10423906	408170	human gut metagenome	Res2_DNA_I4	WGS	376fdeeff6ddd31bc3ddacffbd62f2ce;11742b2c35554910924142bc8aaae076	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR10423906/SRR10423906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR10423906/SRR10423906_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120022	SRR10423907	408170	human gut metagenome	Res2_DNA_I3	WGS	17adf2fb5549851f6b0255d74e1e1b79;531f300f3e75f0b2ec2d5a8ff132d5c9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/007/SRR10423907/SRR10423907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/007/SRR10423907/SRR10423907_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120021	SRR10423908	408170	human gut metagenome	Res2_DNA_A6	WGS	878c97390cc1c32341c15d652deaed65;181a03206d64f7c3d7b2d7bff75ac44c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/008/SRR10423908/SRR10423908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/008/SRR10423908/SRR10423908_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120020	SRR10423909	408170	human gut metagenome	Res2_DNA_I2	WGS	f1e16c54f5a6a0afa26967a6f9172993;47b95221d613243d156ba0a804520b2f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/009/SRR10423909/SRR10423909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/009/SRR10423909/SRR10423909_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120019	SRR10423910	408170	human gut metagenome	Res2_DNA_I1	WGS	06731cd557223192ecbbae08b2c16ee3;f4e2f4dc94ddba31a958137744cb9628	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/010/SRR10423910/SRR10423910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/010/SRR10423910/SRR10423910_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120018	SRR10423911	408170	human gut metagenome	Res2_DNA_H6	WGS	6aee4cc42e1a997798f6addc878ac76e;5e56c91701e986151f29b473aa7707ab	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/011/SRR10423911/SRR10423911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/011/SRR10423911/SRR10423911_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120017	SRR10423912	408170	human gut metagenome	Res2_DNA_H5	WGS	1f9bf736203b418c564637e581852555;3878b18221eb02b30b0cbfdec7c76b0e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/012/SRR10423912/SRR10423912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/012/SRR10423912/SRR10423912_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120016	SRR10423913	408170	human gut metagenome	Res2_DNA_H4	WGS	d0a9bec4cddb9f97bff66d045f2e5cf6;4c90d008041041ecd6a56bed56252133	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/013/SRR10423913/SRR10423913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/013/SRR10423913/SRR10423913_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120015	SRR10423914	408170	human gut metagenome	Res2_DNA_H3	WGS	a8f4000ad337c2f1f522a317c62fcc54;d753f13766269bc6336710336b4f21a7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/014/SRR10423914/SRR10423914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/014/SRR10423914/SRR10423914_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120014	SRR10423915	408170	human gut metagenome	Res2_DNA_H2	WGS	641208675afe9ca7bd4b3475cb2b4ec5;82d64a8d50190e1d1b501de21d2a0b3b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/015/SRR10423915/SRR10423915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/015/SRR10423915/SRR10423915_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120013	SRR10423916	408170	human gut metagenome	Res2_DNA_H1	WGS	c5a94bc14952f2a5326613095828a7d3;02efb5610cf0c9ce2e8449be43699f10	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/016/SRR10423916/SRR10423916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/016/SRR10423916/SRR10423916_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120012	SRR10423917	408170	human gut metagenome	Res2_DNA_G6	WGS	7a002491555f09daa0b860e5af2eccba;2bda1af57752d4ea0cbf9cbcbde31a7f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/017/SRR10423917/SRR10423917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/017/SRR10423917/SRR10423917_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120011	SRR10423918	408170	human gut metagenome	Res2_DNA_G5	WGS	187814bd8eae3d8d38846876aa2404d5;7a6e0df283818f8bd8165e7b4be32063	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/018/SRR10423918/SRR10423918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/018/SRR10423918/SRR10423918_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120010	SRR10423919	408170	human gut metagenome	Res2_DNA_A5	WGS	0caf8265be0e10ab5a6d697b29129f7f;4f0024da3d5503108b912e0604d255e7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/019/SRR10423919/SRR10423919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/019/SRR10423919/SRR10423919_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120009	SRR10423920	408170	human gut metagenome	Res2_DNA_G4	WGS	3e76337cf492803f963735c651a4677b;b4278811662cf5440709551f4f06b533	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/020/SRR10423920/SRR10423920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/020/SRR10423920/SRR10423920_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120008	SRR10423921	408170	human gut metagenome	Res2_DNA_G3	WGS	2a2a2249746efecbe0766acd1a5d7f0b;cb9a9f1a04d099c1966015368fd39de4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/021/SRR10423921/SRR10423921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/021/SRR10423921/SRR10423921_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120007	SRR10423922	408170	human gut metagenome	Res2_DNA_G2	WGS	9565984d54c346d872d148b3bdf9783b;eb684ce499c923fd98cd10fe9b898fd9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/022/SRR10423922/SRR10423922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/022/SRR10423922/SRR10423922_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120006	SRR10423923	408170	human gut metagenome	Res2_DNA_G1	WGS	790013cb51ab96297b512f56144aa91b;bebf69b2d5d5dcf3a3c65447882b3396	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/023/SRR10423923/SRR10423923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/023/SRR10423923/SRR10423923_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120005	SRR10423924	408170	human gut metagenome	Res2_DNA_F6	WGS	7b81c497fc48543d3d6fd6b73881a8e4;41fa3f74b70f721d2edbf5ac2f89b885	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/024/SRR10423924/SRR10423924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/024/SRR10423924/SRR10423924_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120004	SRR10423925	408170	human gut metagenome	Res2_DNA_F5	WGS	fe983967edea47909258fbdbcd1e5730;4ab3b065d0e6de91da5ebfc46a567c05	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/025/SRR10423925/SRR10423925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/025/SRR10423925/SRR10423925_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120003	SRR10423926	408170	human gut metagenome	Res2_DNA_F4	WGS	40bfb207c8f7c248a5a00e0aa5445da7;1bce37f9ffe3123844f077093f509eff	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/026/SRR10423926/SRR10423926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/026/SRR10423926/SRR10423926_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120002	SRR10423927	408170	human gut metagenome	Res2_DNA_F3	WGS	d3cae40fc82f2c89b0f42b99fe62b2b6;c92c92859f43d70f950a3efa66a2711d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/027/SRR10423927/SRR10423927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/027/SRR10423927/SRR10423927_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120001	SRR10423928	408170	human gut metagenome	Res2_DNA_F2	WGS	f56ce1f9583dd54fee99bf16a236b38e;125e171c1fd16c75ff70f1ae44ed4307	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/028/SRR10423928/SRR10423928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/028/SRR10423928/SRR10423928_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7120000	SRR10423929	408170	human gut metagenome	Res2_DNA_F1	WGS	b37cc1b5aa5dd4b4ff2d9c6f1e4cf67e;d15883b7a059cad88b9352c08f5e3586	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/029/SRR10423929/SRR10423929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/029/SRR10423929/SRR10423929_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119999	SRR10423930	408170	human gut metagenome	Res2_DNA_A4	WGS	1fbe41cb2b878278381cd164cfea7623;1e4d4e368700e5d0fbf04a7f364a9a33	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/030/SRR10423930/SRR10423930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/030/SRR10423930/SRR10423930_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119998	SRR10423931	408170	human gut metagenome	Res2_DNA_E6	WGS	ff0648260b2bec5fddaafc585ce1947d;999a06a58ba436ef3149d08051366a00	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/031/SRR10423931/SRR10423931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/031/SRR10423931/SRR10423931_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119997	SRR10423932	408170	human gut metagenome	Res2_DNA_E5	WGS	b58233ffc7a6fd6089c86a5beb9221db;0cbc7621c61971a71346b2f0a23b78b1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/032/SRR10423932/SRR10423932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/032/SRR10423932/SRR10423932_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119996	SRR10423933	408170	human gut metagenome	Res2_DNA_E4	WGS	84fe6cc29fd8a038ca5542a69b25a5e5;97bea9af411f5bd70e976395709b4225	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/033/SRR10423933/SRR10423933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/033/SRR10423933/SRR10423933_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119995	SRR10423934	408170	human gut metagenome	Res2_DNA_E3	WGS	fd633ccf31d71d24ed7607a496ff0691;81721698c7f48f44c0ff02925c73e457	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/034/SRR10423934/SRR10423934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/034/SRR10423934/SRR10423934_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119994	SRR10423935	408170	human gut metagenome	Res2_DNA_E2	WGS	34becda38d20f2609ee6cf4500564c05;a0cf009a7d9e45d9a64d92e80f9864cc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/035/SRR10423935/SRR10423935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/035/SRR10423935/SRR10423935_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119993	SRR10423936	408170	human gut metagenome	Res2_DNA_E1	WGS	a2db4a5e69e8f645fb05d366af846d3b;8c14f5e417bd6c6218d962aa5ab8e6cb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/036/SRR10423936/SRR10423936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/036/SRR10423936/SRR10423936_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119992	SRR10423937	408170	human gut metagenome	Res2_DNA_D6	WGS	2f696ab8c36538273bbfba7105c7e942;825e1a4725dc85d3cc810b2f82e4866c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/037/SRR10423937/SRR10423937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/037/SRR10423937/SRR10423937_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119991	SRR10423938	408170	human gut metagenome	Res2_DNA_D5	WGS	fcc70e37a1469a79291a096d76f7c4aa;86a936aa133cfe70068d81341e69a099	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/038/SRR10423938/SRR10423938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/038/SRR10423938/SRR10423938_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119990	SRR10423939	408170	human gut metagenome	Res2_DNA_D4	WGS	5dfb5962ded30ba797f63d8fab10c1b0;e20bd45ce0f818e2185331997b716ca0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/039/SRR10423939/SRR10423939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/039/SRR10423939/SRR10423939_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119989	SRR10423940	408170	human gut metagenome	Res2_DNA_D3	WGS	691f7a41d8ce5e7378ea7293d0a61509;df6601e04ab029f490e634189c26edb4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/040/SRR10423940/SRR10423940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/040/SRR10423940/SRR10423940_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119988	SRR10423941	408170	human gut metagenome	Res2_DNA_A3	WGS	c8dc11e0a976af527f3659f3424e0c67;1181e4ec2adcc2c98cc24a9a968d974c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/041/SRR10423941/SRR10423941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/041/SRR10423941/SRR10423941_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119987	SRR10423942	408170	human gut metagenome	Res2_DNA_D2	WGS	bbb11f7467dea1027cce40ee454abe3f;4d6adfabe6311e6019054daaff071470	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/042/SRR10423942/SRR10423942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/042/SRR10423942/SRR10423942_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119986	SRR10423943	408170	human gut metagenome	Res2_DNA_D1	WGS	eedf4202c9d9eb1662d16fe9fb8aa14a;99ea81af4c6529b1f7ae2eeaa0d8989f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/043/SRR10423943/SRR10423943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/043/SRR10423943/SRR10423943_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119985	SRR10423944	408170	human gut metagenome	Res2_DNA_C6	WGS	5eb2cf181e4f34589e4b342883c952b3;36c71e727a6531f09d1da05b23daee02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/044/SRR10423944/SRR10423944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/044/SRR10423944/SRR10423944_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119984	SRR10423945	408170	human gut metagenome	Res2_DNA_C5	WGS	83cfa7fcf253231d2bc21078b6863208;e7c1884dc0a51317d758cc0ea19582ea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/045/SRR10423945/SRR10423945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/045/SRR10423945/SRR10423945_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119983	SRR10423946	408170	human gut metagenome	Res2_DNA_C4	WGS	abc9eb91dac3af547fb581fa29ed3e8f;5524086664f150a90c9f9d3f2107ace4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/046/SRR10423946/SRR10423946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/046/SRR10423946/SRR10423946_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119982	SRR10423947	408170	human gut metagenome	Res2_DNA_C3	WGS	cf242dc43166b2362480a6ee3e2526e0;182b339f08ce1e5aece3b6b18d84d6c4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/047/SRR10423947/SRR10423947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/047/SRR10423947/SRR10423947_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119981	SRR10423948	408170	human gut metagenome	Res2_DNA_C2	WGS	8b862e6fbdc7b78c6e236ee869dc9f6e;01c215dfe27936f9f1fffbccd87e1260	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/048/SRR10423948/SRR10423948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/048/SRR10423948/SRR10423948_2.fastq.gz		
PRJNA588313	SAMN13241759	SRX7119980	SRR10423949	408170	human gut metagenome	Res2_DNA_C1	WGS	2c31aeb0b1b08bd18a4fead5810538b7;496f03fe8d02a796e18364c117571c6c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/049/SRR10423949/SRR10423949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/049/SRR10423949/SRR10423949_2.fastq.gz		
